station,temp,YY,MM,DD,hh,mm
bdxc1,13.03333333,2017,3,26,23,0
bdxc1,13.05,2017,3,27,23,0
bdxc1,12.61363636,2017,3,28,23,0
bdxc1,12.075,2017,3,29,23,0
bdxc1,11.87916667,2017,3,30,23,0
bdxc1,10.9125,2017,3,31,23,0
bdxc1,10.79583333,2017,4,1,23,0
bdxc1,11,2017,4,2,23,0
bdxc1,10.65,2017,4,3,23,0
bdxc1,10.56666667,2017,4,4,23,0
bdxc1,10.54166667,2017,4,5,23,0
bdxc1,10.92083333,2017,4,6,23,0
bdxc1,10.84166667,2017,4,7,23,0
bdxc1,11.05833333,2017,4,8,23,0
bdxc1,11.5875,2017,4,9,23,0
bdxc1,12.02916667,2017,4,10,23,0
bdxc1,11.71666667,2017,4,11,23,0
bdxc1,11.82083333,2017,4,12,23,0
bdxc1,12.2625,2017,4,13,23,0
bdxc1,12.19166667,2017,4,14,23,0
bdxc1,11.78333333,2017,4,15,23,0
bdxc1,12.00416667,2017,4,16,23,0
bdxc1,11.8625,2017,4,17,23,0
bdxc1,12.27083333,2017,4,18,23,0
bdxc1,13.125,2017,4,19,23,0
bdxc1,13.35833333,2017,4,20,23,0
bdxc1,12.77916667,2017,4,21,23,0
bdxc1,12.825,2017,4,22,23,0
bdxc1,11.68333333,2017,4,23,23,0
bdxc1,10.87916667,2017,4,24,23,0
bdxc1,10.475,2017,4,25,23,0
bdxc1,10.5,2017,4,26,23,0
bdxc1,10.4375,2017,4,27,23,0
bdxc1,9.9875,2017,4,28,23,0
bdxc1,9.658333333,2017,4,29,23,0
bdxc1,9.829166667,2017,4,30,23,0
bdxc1,9.733333333,2017,5,1,23,0
bdxc1,9.879166667,2017,5,2,23,0
bdxc1,10.05416667,2017,5,3,23,0
bdxc1,11.19166667,2017,5,4,23,0
bdxc1,11.625,2017,5,5,23,0
bdxc1,10.52083333,2017,5,6,23,0
bdxc1,9.666666667,2017,5,7,23,0
bdxc1,11.26666667,2017,5,8,23,0
bdxc1,10.26521739,2017,5,9,23,0
bdxc1,10.1125,2017,5,10,23,0
bdxc1,10.4375,2017,5,11,23,0
bdxc1,11.45,2017,5,12,23,0
bdxc1,10.84583333,2017,5,13,23,0
bdxc1,10.22083333,2017,5,14,23,0
bdxc1,9.929166667,2017,5,15,23,0
bdxc1,9.716666667,2017,5,16,23,0
bdxc1,9.304166667,2017,5,17,23,0
bdxc1,9.079166667,2017,5,18,23,0
bdxc1,9.783333333,2017,5,19,23,0
bdxc1,10.7,2017,5,20,23,0
bdxc1,10.9375,2017,5,21,23,0
bdxc1,11.1375,2017,5,22,23,0
bdxc1,12.25,2017,5,23,23,0
bdxc1,12.99166667,2017,5,24,23,0
bdxc1,12.82083333,2017,5,25,23,0
bdxc1,13.43333333,2017,5,26,23,0
bdxc1,13.35,2017,5,27,23,0
bdxc1,13.72083333,2017,5,28,23,0
bdxc1,11.61666667,2017,5,29,23,0
bdxc1,10.675,2017,5,30,23,0
bdxc1,10.48333333,2017,5,31,23,0
bdxc1,10.1375,2017,6,1,23,0
bdxc1,10.27083333,2017,6,2,23,0
bdxc1,9.5125,2017,6,3,23,0
bdxc1,9.779166667,2017,6,4,23,0
bdxc1,9.466666667,2017,6,5,23,0
bdxc1,9.704166667,2017,6,6,23,0
bdxc1,10.075,2017,6,7,23,0
bdxc1,10.64166667,2017,6,8,23,0
bdxc1,11.28333333,2017,6,9,23,0
bdxc1,11.84583333,2017,6,10,23,0
bdxc1,12.09583333,2017,6,11,23,0
bdxc1,10.87083333,2017,6,12,23,0
bdxc1,10.12916667,2017,6,13,23,0
bdxc1,10.14166667,2017,6,14,23,0
bdxc1,9.8625,2017,6,15,23,0
bdxc1,9.741666667,2017,6,16,23,0
bdxc1,9.941666667,2017,6,17,23,0
bdxc1,10.04583333,2017,6,18,23,0
bdxc1,11.29166667,2017,6,19,23,0
bdxc1,11.525,2017,6,20,23,0
bdxc1,11,2017,6,21,23,0
bdxc1,12.2375,2017,6,22,23,0
bdxc1,13.41666667,2017,6,23,23,0
bdxc1,14.25833333,2017,6,24,23,0
bdxc1,14.6625,2017,6,25,23,0
bdxc1,14.70416667,2017,6,26,23,0
bdxc1,13.975,2017,6,27,23,0
bdxc1,11.72916667,2017,6,28,23,0
bdxc1,11.925,2017,6,29,23,0
bdxc1,11.44166667,2017,6,30,23,0
bdxc1,11.01666667,2017,7,1,23,0
bdxc1,10.3125,2017,7,2,23,0
bdxc1,11.25416667,2017,7,3,23,0
bdxc1,12.05,2017,7,4,23,0
bdxc1,12.85,2017,7,5,23,0
bdxc1,13,2017,7,6,23,0
bdxc1,12.00416667,2017,7,7,23,0
bdxc1,11.0875,2017,7,8,23,0
bdxc1,10.32916667,2017,7,9,23,0
bdxc1,11.06666667,2017,7,10,23,0
bdxc1,11.0875,2017,7,11,23,0
bdxc1,11.94583333,2017,7,12,23,0
bdxc1,12.7625,2017,7,13,23,0
bdxc1,13.1625,2017,7,14,23,0
bdxc1,13.43333333,2017,7,15,23,0
bdxc1,12.84166667,2017,7,16,23,0
bdxc1,11.4,2017,7,17,23,0
bdxc1,10.85416667,2017,7,18,23,0
bdxc1,10.52083333,2017,7,19,23,0
bdxc1,10.5375,2017,7,20,23,0
bdxc1,10.36666667,2017,7,21,23,0
bdxc1,10.28333333,2017,7,22,23,0
bdxc1,11.32083333,2017,7,23,23,0
bdxc1,12.6375,2017,7,24,23,0
bdxc1,13.08333333,2017,7,25,23,0
bdxc1,13.39166667,2017,7,26,23,0
bdxc1,13.93333333,2017,7,27,23,0
bdxc1,14.1,2017,7,30,23,0
bdxc1,13.56666667,2017,7,31,23,0
bdxc1,14.575,2017,8,1,23,0
bdxc1,15.32916667,2017,8,2,23,0
bdxc1,14.99583333,2017,8,3,23,0
bdxc1,14.80416667,2017,8,4,23,0
bdxc1,14.80416667,2017,8,5,23,0
bdxc1,14.58333333,2017,8,6,23,0
bdxc1,14.3125,2017,8,7,23,0
bdxc1,14.12083333,2017,8,8,23,0
bdxc1,14.09333333,2017,8,9,23,0
bdxc1,11.63333333,2017,8,15,23,0
bdxc1,12.35,2017,8,16,23,0
bdxc1,13.19166667,2017,8,17,23,0
bdxc1,13.53333333,2017,8,18,23,0
bdxc1,13.90833333,2017,8,19,23,0
bdxc1,14.0625,2017,8,20,23,0
bdxc1,14.49583333,2017,8,21,23,0
bdxc1,15.12916667,2017,8,22,23,0
bdxc1,15.49166667,2017,8,23,23,0
bdxc1,14.98333333,2017,8,24,23,0
bdxc1,13.8875,2017,8,25,23,0
bdxc1,14.04166667,2017,8,26,23,0
bdxc1,13.79166667,2017,8,27,23,0
bdxc1,13.775,2017,8,28,23,0
bdxc1,13.37083333,2017,8,29,23,0
bdxc1,13.19583333,2017,8,30,23,0
bdxc1,12.1375,2017,8,31,23,0
bdxc1,12.88333333,2017,9,1,23,0
bdxc1,13.68333333,2017,9,2,23,0
bdxc1,14.30416667,2017,9,3,23,0
bdxc1,14.80833333,2017,9,4,23,0
bdxc1,15.025,2017,9,5,23,0
bdxc1,16.2125,2017,9,6,23,0
bdxc1,16.55,2017,9,7,23,0
bdxc1,16.18333333,2017,9,8,23,0
bdxc1,16,2017,9,9,23,0
bdxc1,15.97083333,2017,9,10,23,0
bdxc1,16.4,2017,9,11,23,0
bdxc1,17.2625,2017,9,12,23,0
bdxc1,17.725,2017,9,13,23,0
bdxc1,17.35,2017,9,14,23,0
bdxc1,15.62083333,2017,9,15,23,0
bdxc1,15.60416667,2017,9,16,23,0
bdxc1,15.3375,2017,9,17,23,0
bdxc1,14.61666667,2017,9,18,23,0
bdxc1,13.28333333,2017,9,19,23,0
bdxc1,12.9,2017,9,20,23,0
bdxc1,12.85833333,2017,9,21,23,0
bdxc1,12.0625,2017,9,22,23,0
bdxc1,12.42083333,2017,9,23,23,0
bdxc1,13.075,2017,9,24,23,0
bdxc1,13.325,2017,9,25,23,0
bdxc1,13.34166667,2017,9,26,23,0
bdxc1,13.92083333,2017,9,27,23,0
bdxc1,14.275,2017,9,28,23,0
bdxc1,14.06666667,2017,9,29,23,0
bdxc1,13.2125,2017,9,30,23,0
bdxc1,12.08333333,2017,10,1,23,0
bdxc1,12.2625,2017,10,2,23,0
bdxc1,11.47916667,2017,10,3,23,0
bdxc1,11.8625,2017,10,4,23,0
bdxc1,12.3375,2017,10,5,23,0
bdxc1,12.81666667,2017,10,6,23,0
bdxc1,12.75833333,2017,10,7,23,0
bdxc1,12.0625,2017,10,8,23,0
bdxc1,12.025,2017,10,9,23,0
bdxc1,12.45,2017,10,10,23,0
bdxc1,12.48333333,2017,10,11,23,0
bdxc1,11.86521739,2017,10,12,23,0
bdxc1,11.51666667,2017,10,13,23,0
bdxc1,11.725,2017,10,14,23,0
bdxc1,12.25,2017,10,15,23,0
bdxc1,12.35833333,2017,10,16,23,0
bdxc1,12.84583333,2017,10,17,23,0
bdxc1,12.675,2017,10,18,23,0
bdxc1,12.475,2017,10,19,23,0
bdxc1,12.34166667,2017,10,20,23,0
bdxc1,12.54583333,2017,10,21,23,0
bdxc1,12.8625,2017,10,22,23,0
bdxc1,12.94583333,2017,10,23,23,0
bdxc1,13.64166667,2017,10,24,23,0
bdxc1,13.1625,2017,10,25,23,0
bdxc1,12.7125,2017,10,26,23,0
bdxc1,12.74583333,2017,10,27,23,0
bdxc1,13.19583333,2017,10,28,23,0
bdxc1,12.87083333,2017,10,29,23,0
bdxc1,13.03333333,2017,10,30,23,0
bdxc1,12.35833333,2017,10,31,23,0
bdxc1,12.79583333,2017,11,1,23,0
bdxc1,12.51666667,2017,11,2,23,0
bdxc1,12.79166667,2017,11,3,23,0
bdxc1,13.125,2017,11,4,23,0
bdxc1,12.78333333,2017,11,5,23,0
bdxc1,12.8875,2017,11,6,23,0
bdxc1,12.94166667,2017,11,7,23,0
bdxc1,12.88333333,2017,11,8,23,0
bdxc1,13.19583333,2017,11,9,23,0
bdxc1,13.7625,2017,11,10,23,0
bdxc1,13.95,2017,11,11,23,0
bdxc1,13.95833333,2017,11,12,23,0
bdxc1,13.95416667,2017,11,13,23,0
bdxc1,13.6875,2017,11,14,23,0
bdxc1,13.55833333,2017,11,15,23,0
bdxc1,13.50416667,2017,11,16,23,0
bdxc1,13.55833333,2017,11,17,23,0
bdxc1,13.19583333,2017,11,18,23,0
bdxc1,13.23333333,2017,11,19,23,0
bdxc1,13.32916667,2017,11,20,23,0
bdxc1,13.39166667,2017,11,21,23,0
bdxc1,13.55833333,2017,11,22,23,0
bdxc1,14,2017,11,23,23,0
bdxc1,14.8,2017,11,24,23,0
bdxc1,14.17916667,2017,11,25,23,0
bdxc1,14.5875,2017,11,26,23,0
bdxc1,14.54166667,2017,11,27,23,0
bdxc1,13.76666667,2017,11,28,23,0
bdxc1,14.0375,2017,11,29,23,0
bdxc1,14.07916667,2017,11,30,23,0
bdxc1,13.9625,2017,12,1,23,0
bdxc1,13.63333333,2017,12,2,23,0
bdxc1,13.625,2017,12,3,23,0
bdxc1,12.89166667,2017,12,4,23,0
bdxc1,12.00833333,2017,12,5,23,0
bdxc1,11.99583333,2017,12,6,23,0
bdxc1,12.025,2017,12,7,23,0
bdxc1,11.95416667,2017,12,8,23,0
bdxc1,12.02916667,2017,12,9,23,0
bdxc1,12.075,2017,12,10,23,0
bdxc1,12.23333333,2017,12,11,23,0
bdxc1,12.53333333,2017,12,12,23,0
bdxc1,12.775,2017,12,13,23,0
bdxc1,13.3375,2017,12,14,23,0
bdxc1,14.27916667,2017,12,15,23,0
bdxc1,15.12083333,2017,12,16,23,0
bdxc1,14.9125,2017,12,17,23,0
bdxc1,14.7,2017,12,18,23,0
bdxc1,13.22083333,2017,12,19,23,0
bdxc1,14.46666667,2017,12,20,23,0
bdxc1,11.80833333,2017,12,21,23,0
bdxc1,11.40416667,2017,12,22,23,0
bdxc1,11.525,2017,12,23,23,0
bdxc1,11.63333333,2017,12,24,23,0
bdxc1,11.8625,2017,12,25,23,0
bdxc1,12.00833333,2017,12,26,23,0
bdxc1,11.97916667,2017,12,27,23,0
bdxc1,12.17083333,2017,12,28,23,0
bdxc1,12.27916667,2017,12,29,23,0
bdxc1,12.03333333,2017,12,30,23,0
bdxc1,11.95416667,2017,12,31,23,0
bdxc1,12.075,2018,1,1,23,0
bdxc1,13.04583333,2018,1,2,23,0
bdxc1,12.80416667,2018,1,3,23,0
bdxc1,12.9125,2018,1,4,23,0
bdxc1,13.47916667,2018,1,5,23,0
bdxc1,12.97083333,2018,1,6,23,0
bdxc1,12.78333333,2018,1,7,23,0
bdxc1,12.5,2018,1,8,23,0
bdxc1,12.7625,2018,1,9,23,0
bdxc1,12.36666667,2018,1,10,23,0
bdxc1,12.34583333,2018,1,11,23,0
bdxc1,12.49583333,2018,1,12,23,0
bdxc1,12.3625,2018,1,13,23,0
bdxc1,12.22916667,2018,1,14,23,0
bdxc1,12.17916667,2018,1,15,23,0
bdxc1,12.31666667,2018,1,16,23,0
bdxc1,12.61666667,2018,1,17,23,0
bdxc1,12.7375,2018,1,18,23,0
bdxc1,12.42083333,2018,1,22,23,0
bdxc1,12.06666667,2018,1,23,23,0
bdxc1,12.1,2018,1,24,23,0
bdxc1,12.24583333,2018,1,25,23,0
bdxc1,12.19166667,2018,1,26,23,0
bdxc1,12.2,2018,1,27,23,0
bdxc1,12.225,2018,1,29,23,0
bdxc1,12.08333333,2018,1,30,23,0
bdxc1,12.1375,2018,1,31,23,0
bdxc1,10.6,2018,5,1,23,0
bdxc1,10.0875,2018,5,2,23,0
bdxc1,10.875,2018,5,3,23,0
bdxc1,10.9875,2018,5,4,23,0
bdxc1,10.76666667,2018,5,5,23,0
bdxc1,10.77916667,2018,5,6,23,0
bdxc1,10.31666667,2018,5,7,23,0
bdxc1,9.983333333,2018,5,8,23,0
bdxc1,10.59583333,2018,5,9,23,0
bdxc1,10.4375,2018,5,10,23,0
bdxc1,10.19583333,2018,5,11,23,0
bdxc1,9.741666667,2018,5,12,23,0
bdxc1,10.5875,2018,5,13,23,0
bdxc1,10.93333333,2018,5,14,23,0
bdxc1,11.32916667,2018,5,15,23,0
bdxc1,12.4875,2018,5,16,23,0
bdxc1,12.5375,2018,5,17,23,0
bdxc1,11.12083333,2018,5,18,23,0
bdxc1,11.04583333,2018,5,19,23,0
bdxc1,10.78333333,2018,5,20,23,0
bdxc1,10.43333333,2018,5,21,23,0
bdxc1,10.075,2018,5,22,23,0
bdxc1,10.57916667,2018,5,23,23,0
bdxc1,11.34166667,2018,5,24,23,0
bdxc1,11.72083333,2018,5,25,23,0
bdxc1,11.425,2018,5,26,23,0
bdxc1,10.8375,2018,5,27,23,0
bdxc1,11.60833333,2018,5,28,23,0
bdxc1,11.94583333,2018,5,29,23,0
bdxc1,11.0625,2018,5,30,23,0
bdxc1,10.64583333,2018,5,31,23,0
bdxc1,11.3,2018,6,1,23,0
bdxc1,9.977777778,2018,7,10,23,0
bdxc1,10.075,2018,7,11,23,0
bdxc1,10.78125,2018,7,12,23,0
bdxc1,14.6,2018,7,18,23,0
bdxc1,14.0875,2018,7,19,23,0
bdxc1,14.59565217,2018,7,20,23,0
bdxc1,16.3,2018,7,21,23,0
bdxc1,16.1375,2018,7,22,23,0
bdxc1,16.08333333,2018,7,23,23,0
bdxc1,15.2625,2018,7,24,23,0
bdxc1,13.6625,2018,7,25,23,0
bdxc1,11.55,2018,7,26,23,0
bdxc1,10.92916667,2018,7,27,23,0
bdxc1,10.8625,2018,7,28,23,0
bdxc1,11.11666667,2018,7,29,23,0
bdxc1,11.09166667,2018,7,30,23,0
bdxc1,10.72083333,2018,7,31,23,0
bdxc1,15.32083333,2018,10,1,23,0
bdxc1,14.97916667,2018,10,2,23,0
bdxc1,15.3125,2018,10,3,23,0
bdxc1,15.32916667,2018,10,4,23,0
bdxc1,14.8375,2018,10,5,23,0
bdxc1,14.2,2018,10,6,23,0
bdxc1,13.19166667,2018,10,7,23,0
bdxc1,13.175,2018,10,8,23,0
bdxc1,13.1125,2018,10,9,23,0
bdxc1,16.30833333,2018,10,10,23,0
bdxc1,13.24583333,2018,10,11,23,0
bdxc1,13.30833333,2018,10,12,23,0
bdxc1,13.7125,2018,10,13,23,0
bdxc1,14.325,2018,10,14,23,0
bdxc1,14.48333333,2018,10,15,23,0
bdxc1,14.25833333,2018,10,16,23,0
bdxc1,14.48333333,2018,10,17,23,0
bdxc1,14.58333333,2018,10,18,23,0
bdxc1,14.525,2018,10,19,23,0
bdxc1,13.97,2018,10,20,23,0
bdxc1,14.44166667,2018,10,21,23,0
bdxc1,14.05416667,2018,10,22,23,0
bdxc1,14.32083333,2018,10,23,23,0
bdxc1,17.70416667,2018,10,24,23,0
bdxc1,16.4,2018,10,25,23,0
bdxc1,13.83333333,2018,10,26,23,0
bdxc1,14.3,2018,10,27,23,0
bdxc1,14.79166667,2018,10,28,23,0
bdxc1,14.07083333,2018,10,29,23,0
bdxc1,13.46666667,2018,10,30,23,0
bdxc1,12.59166667,2018,10,31,23,0
bdxc1,12.8625,2018,11,1,23,0
bdxc1,12.875,2018,11,2,23,0
bdxc1,12.8,2018,11,3,23,0
bdxc1,12.80416667,2018,11,4,23,0
bdxc1,12.35416667,2018,11,5,23,0
bdxc1,11.82916667,2018,11,6,23,0
bdxc1,12.225,2018,11,7,23,0
bdxc1,12.24166667,2018,11,8,23,0
bdxc1,12.05416667,2018,11,9,23,0
bdxc1,11.675,2018,11,10,23,0
bdxc1,11.85416667,2018,11,11,23,0
bdxc1,12.02916667,2018,11,12,23,0
bdxc1,12.05833333,2018,11,13,23,0
bdxc1,12.10833333,2018,11,14,23,0
bdxc1,12.44583333,2018,11,15,23,0
bdxc1,12.675,2018,11,16,23,0
bdxc1,12.77916667,2018,11,17,23,0
bdxc1,13.1625,2018,11,18,23,0
bdxc1,13.08333333,2018,11,19,23,0
bdxc1,12.89583333,2018,11,20,23,0
bdxc1,13.2,2018,11,21,23,0
bdxc1,13.3375,2018,11,22,23,0
bdxc1,13.51666667,2018,11,23,23,0
bdxc1,13.25,2018,11,24,23,0
bdxc1,13.19583333,2018,11,25,23,0
bdxc1,13.24166667,2018,11,26,23,0
bdxc1,13.82916667,2018,11,27,23,0
bdxc1,13.95833333,2018,11,28,23,0
bdxc1,13.9125,2018,11,29,23,0
bdxc1,13.78333333,2018,11,30,23,0
bdxc1,13.62916667,2018,12,1,23,0
bdxc1,13.6,2018,12,2,23,0
bdxc1,13.79285714,2018,12,11,23,0
bdxc1,13.9125,2018,12,12,23,0
bdxc1,13.71111111,2018,12,13,23,0
bdxc1,13.625,2018,12,14,23,0
bdxc1,13.76666667,2018,12,15,23,0
bdxc1,13.78333333,2018,12,16,23,0
bdxc1,14.00416667,2018,12,17,23,0
bdxc1,14.02083333,2018,12,18,23,0
bdxc1,14.22916667,2018,12,19,23,0
bdxc1,14.2875,2018,12,20,23,0
bdxc1,14.21304348,2018,12,21,23,0
bdxc1,14.025,2018,12,22,23,0
bdxc1,13.88333333,2018,12,23,23,0
bdxc1,14.00416667,2018,12,24,23,0
bdxc1,13.92916667,2018,12,25,23,0
bdxc1,13.85833333,2018,12,26,23,0
bdxc1,13.5125,2018,12,27,23,0
bdxc1,12.71666667,2018,12,28,23,0
bdxc1,12.49583333,2018,12,29,23,0
bdxc1,13,2018,12,30,23,0
bdxc1,12.3125,2018,12,31,23,0